,age,body_type,drinks,drugs,height,sex,smokes,diet_anything,diet_halal,diet_kosher,diet_other,diet_vegan,diet_vegetarian
339,36,1,1,0,72.0,1,0,True,False,False,False,False,False
340,29,0,1,0,71.0,1,0,False,False,False,False,False,True
341,30,0,1,0,73.0,1,1,True,False,False,False,False,False
342,40,2,1,0,68.0,1,0,True,False,False,False,False,False
343,28,0,1,0,62.0,0,0,True,False,False,False,False,False
344,20,1,1,1,69.0,1,0,True,False,False,False,False,False
345,40,0,1,1,71.0,1,1,True,False,False,False,False,False
346,43,0,1,0,66.0,0,0,True,False,False,False,False,False
347,19,2,0,0,72.0,1,0,True,False,False,False,False,False
348,60,0,0,0,68.0,1,0,True,False,False,False,False,False
349,66,1,0,0,73.0,1,0,True,False,False,False,False,False
350,39,0,1,0,67.0,1,1,True,False,False,False,False,False
351,28,1,1,0,75.0,1,0,True,False,False,False,False,False
352,34,0,1,0,74.0,1,0,True,False,False,False,False,False
353,32,1,1,0,74.0,1,0,True,False,False,False,False,False
354,34,2,1,0,68.0,0,0,True,False,False,False,False,False
355,29,0,1,0,64.0,0,0,True,False,False,False,False,False
356,26,0,1,0,75.0,1,0,False,False,False,False,False,True
357,43,2,1,0,63.0,0,1,True,False,False,False,False,False
358,44,1,1,0,65.0,0,0,True,False,False,False,False,False
359,32,0,2,0,72.0,1,0,True,False,False,False,False,False
360,37,2,1,1,68.0,0,1,False,False,False,False,False,True
361,30,1,2,1,69.0,0,0,True,False,False,False,False,False
362,26,1,1,0,73.0,1,0,True,False,False,False,False,False
363,23,0,1,0,70.0,1,0,True,False,False,False,False,False
364,31,0,1,0,69.0,1,1,True,False,False,False,False,False
365,34,1,1,0,73.0,1,0,True,False,False,False,False,False
366,48,0,1,0,69.0,1,0,True,False,False,False,False,False
367,35,1,1,0,71.0,1,0,True,False,False,False,False,False
368,25,0,1,0,73.0,1,0,True,False,False,False,False,False
369,27,1,1,0,63.0,0,0,True,False,False,False,False,False
370,27,0,1,0,67.0,1,0,True,False,False,False,False,False
371,22,1,1,0,64.0,0,0,True,False,False,False,False,False
372,35,1,1,0,71.0,1,0,False,False,False,False,True,False
373,26,0,1,0,72.0,1,1,True,False,False,False,False,False
374,32,2,1,0,74.0,1,1,True,False,False,False,False,False
375,32,1,1,0,72.0,1,0,True,False,False,False,False,False
376,23,1,1,0,71.0,1,1,True,False,False,False,False,False
377,40,1,1,0,64.0,0,1,True,False,False,False,False,False
378,47,0,1,0,66.0,0,0,True,False,False,False,False,False
379,31,0,1,0,74.0,1,0,True,False,False,False,False,False
380,30,0,1,0,68.0,1,0,True,False,False,False,False,False
381,25,0,1,0,70.0,0,0,True,False,False,False,False,False
382,33,1,0,0,68.0,1,0,True,False,False,False,False,False
383,54,0,1,0,76.0,1,0,False,False,False,False,False,True
384,30,0,1,0,72.0,1,0,True,False,False,False,False,False
385,45,0,1,0,70.0,1,0,True,False,False,False,False,False
386,30,0,1,0,67.0,1,0,False,False,False,False,False,True
387,49,0,1,0,64.0,1,0,True,False,False,False,False,False
388,32,1,1,0,68.0,1,1,True,False,False,False,False,False
389,24,0,1,0,66.0,0,0,True,False,False,False,False,False
390,57,0,1,1,69.0,1,0,False,False,False,False,True,False
391,41,1,1,0,72.0,1,0,True,False,False,False,False,False
392,37,2,2,1,61.0,0,0,True,False,False,False,False,False
393,35,0,1,0,74.0,1,0,True,False,False,False,False,False
394,40,0,1,0,64.0,0,0,True,False,False,False,False,False
395,50,0,1,0,66.0,0,0,True,False,False,False,False,False
396,40,0,1,1,73.0,1,0,True,False,False,False,False,False
397,37,0,0,0,76.0,1,0,False,False,False,False,False,True
398,60,0,1,0,71.0,1,0,True,False,False,False,False,False
399,47,0,1,0,69.0,1,0,True,False,False,False,False,False
400,29,0,2,1,71.0,1,0,True,False,False,False,False,False
401,29,0,1,0,71.0,1,1,True,False,False,False,False,False
402,22,0,2,1,91.0,0,0,True,False,False,False,False,False
403,44,0,1,0,74.0,1,0,True,False,False,False,False,False
404,57,1,1,0,62.0,0,0,False,False,False,False,False,True
405,43,2,1,0,67.0,0,0,True,False,False,False,False,False
406,20,1,1,0,62.0,0,0,True,False,False,False,False,False
407,29,1,1,0,71.0,1,0,False,False,False,False,False,True
408,30,1,2,1,70.0,1,0,True,False,False,False,False,False
409,25,0,1,0,72.0,1,0,True,False,False,False,False,False
410,39,0,1,0,72.0,1,0,True,False,False,False,False,False
411,41,1,1,0,64.0,0,0,True,False,False,False,False,False
412,30,0,1,0,72.0,1,0,True,False,False,False,False,False
413,23,0,1,0,68.0,1,0,True,False,False,False,False,False
414,49,2,1,0,68.0,0,0,False,False,False,True,False,False
415,59,1,1,0,71.0,1,0,True,False,False,False,False,False
416,39,0,1,0,66.0,1,0,True,False,False,False,False,False
417,38,0,1,0,67.0,1,0,True,False,False,False,False,False
418,59,0,1,0,68.0,0,0,True,False,False,False,False,False
419,26,0,1,0,61.0,0,0,False,False,True,False,False,False
420,33,2,2,0,73.0,0,0,True,False,False,False,False,False
421,46,0,1,0,71.0,1,0,True,False,False,False,False,False
422,36,1,1,0,71.0,1,0,True,False,False,False,False,False
423,40,2,1,0,64.0,0,1,True,False,False,False,False,False
424,29,1,1,1,72.0,1,0,True,False,False,False,False,False
425,30,1,1,0,67.0,0,0,False,False,False,False,False,True
426,30,2,1,0,65.0,0,0,True,False,False,False,False,False
427,33,2,1,1,74.0,1,0,True,False,False,False,False,False
428,29,0,1,0,68.0,1,0,True,False,False,False,False,False
429,23,1,1,0,61.0,0,0,True,False,False,False,False,False
430,33,0,2,1,71.0,1,0,True,False,False,False,False,False
431,28,0,1,0,67.0,1,0,True,False,False,False,False,False
432,31,0,2,2,65.0,1,0,True,False,False,False,False,False
433,29,2,1,1,79.0,1,0,False,False,False,False,False,True
434,44,2,1,0,61.0,0,0,True,False,False,False,False,False
435,28,1,1,0,66.0,0,0,True,False,False,False,False,False
436,47,0,1,0,76.0,1,0,True,False,False,False,False,False
437,24,0,1,0,69.0,1,0,True,False,False,False,False,False
438,28,0,1,0,70.0,1,0,True,False,False,False,False,False
439,40,1,1,0,65.0,0,0,True,False,False,False,False,False
440,24,0,1,0,72.0,1,1,True,False,False,False,False,False
441,20,0,1,0,71.0,1,1,True,False,False,False,False,False
442,39,1,0,0,71.0,1,0,True,False,False,False,False,False
443,52,0,1,0,62.0,0,0,True,False,False,False,False,False
444,39,1,1,0,70.0,1,0,True,False,False,False,False,False
445,33,1,1,1,72.0,1,0,True,False,False,False,False,False
446,26,1,1,1,70.0,0,0,False,False,False,True,False,False
447,31,2,1,1,69.0,1,0,True,False,False,False,False,False
448,27,0,1,0,71.0,1,0,True,False,False,False,False,False
449,60,0,0,1,70.0,1,0,True,False,False,False,False,False
450,52,1,2,0,65.0,0,0,True,False,False,False,False,False
451,42,2,1,0,64.0,0,1,True,False,False,False,False,False
452,31,2,1,0,68.0,0,0,True,False,False,False,False,False
453,38,0,1,0,68.0,1,0,False,False,False,False,False,True
454,26,0,1,0,67.0,1,0,True,False,False,False,False,False
455,32,0,1,0,64.0,0,0,True,False,False,False,False,False
456,40,0,1,0,72.0,1,0,True,False,False,False,False,False
457,32,0,1,0,61.0,0,0,True,False,False,False,False,False
458,31,0,1,0,64.0,0,0,False,False,False,False,True,False
459,32,0,1,0,72.0,1,0,True,False,False,False,False,False
460,22,1,1,0,64.0,0,0,True,False,False,False,False,False
461,37,0,1,0,70.0,1,0,True,False,False,False,False,False
